0.180557 1
0.362846 361
0.546749 1081
0.730651 1801
0.912898 2521
0.91621 3241
1.0968 3961
1.10011 4681
1.10342 5401
1.2807 6121
1.28401 6841
1.28733 7561
1.29064 8281
1.46295 9001
1.46626 9721
1.46957 10441
1.47288 11161
1.4762 11881
1.47951 12601
1.6452 13321
1.64851 14041
1.65182 14761
1.65513 15481
1.65844 16201
1.66176 16921
1.66507 17641
1.66838 18361
1.67169 19081
1.82744 19801
1.83075 20521
1.83407 21241
1.83738 21961
1.84069 22681
1.844 23401
1.84731 24121
1.85063 24841
1.85394 25561
1.85725 26281
1.86056 27001
1.86387 27721
1.86719 28441
1.8705 29161
2.01134 29881
2.01466 30601
2.01797 31321
2.02128 32041
2.02459 32761
2.0279 33481
2.03122 34201
2.03453 34921
2.03784 35641
2.04115 36361
2.04446 37081
2.04778 37801
2.05109 38521
2.0544 39241
2.05771 39961
2.06102 40681
2.06434 41401
2.06765 42121
2.07096 42841
2.07427 43561
2.07758 44281
2.19525 45001
2.19856 45721
2.20187 46441
2.20518 47161
2.20849 47881
2.21181 48601
2.21512 49321
2.21843 50041
2.22174 50761
2.22505 51481
2.22837 52201
2.23168 52921
2.23499 53641
2.2383 54361
2.24161 55081
2.24493 55801
2.24824 56521
2.25155 57241
2.25486 57961
2.25817 58681
2.26149 59401
2.2648 60121
2.26811 60841
2.27142 61561
2.27473 62281
2.27805 63001
2.28136 63721
2.28467 64441
2.28798 65161
2.29129 65881
2.29461 66601
2.37749 67321
2.3808 68041
2.38412 68761
2.38743 69481
2.39074 70201
2.39405 70921
2.39736 71641
2.40068 72361
2.40399 73081
2.4073 73801
2.41061 74521
2.41392 75241
2.41724 75961
2.42055 76681
2.42386 77401
2.42717 78121
2.43048 78841
2.4338 79561
2.43711 80281
2.44042 81001
2.44373 81721
2.44704 82441
2.45036 83161
2.45367 83881
2.45698 84601
2.46029 85321
2.4636 86041
2.46692 86761
2.47023 87481
2.47354 88201
2.47685 88921
2.48016 89641
2.48348 90361
2.48679 91081
2.4901 91801
2.49341 92521
2.49672 93241
2.50004 93961
2.50335 94681
2.50666 95401
2.50997 96121
2.51328 96841
2.5166 97561
2.51991 98281
2.52322 99001
2.52653 99721
2.52984 100441
2.5614 101161
2.56471 101881
2.56802 102601
2.57133 103321
2.57464 104041
2.57796 104761
2.58127 105481
2.58458 106201
2.58789 106921
2.5912 107641
2.59452 108361
2.59783 109081
2.60114 109801
2.60445 110521
2.60776 111241
2.61108 111961
2.61439 112681
2.6177 113401
2.62101 114121
2.62432 114841
2.62764 115561
2.63095 116281
2.63426 117001
2.63757 117721
2.64088 118441
2.6442 119161
2.64751 119881
2.65082 120601
2.65413 121321
2.65744 122041
2.66076 122761
2.66407 123481
2.66738 124201
2.67069 124921
2.674 125641
2.67732 126361
2.68063 127081
2.68394 127801
2.68725 128521
2.69056 129241
2.69388 129961
2.69719 130681
2.7005 131401
2.70381 132121
2.70712 132841
2.71044 133561
2.71375 134281
2.71706 135001
2.72037 135721
2.72368 136441
2.727 137161
2.73031 137881
2.73362 138601
2.73693 139321
2.74024 140041
2.74356 140761
2.74687 141481
2.75018 142201
2.75349 142921
2.7568 143641
2.76012 144361
2.76343 145081
2.76674 145801
2.77005 146521
2.77336 147241
2.77668 147961
2.77999 148681
2.7833 149401
2.78661 150121
2.78992 150841
2.79324 151561
2.79655 152281
2.79986 153001
2.80317 153721
2.80648 154441
2.8098 155161
2.81311 155881
2.81642 156601
2.81973 157321
2.82304 158041
2.82635 158761
2.82967 159481
2.83298 160201
2.83629 160921
2.8396 161641
2.84291 162361
2.84623 163081
2.84954 163801
2.85285 164521
2.85616 165241
2.85947 165961
2.86279 166681
2.8661 167401
2.86941 168121
2.87272 168841
2.87603 169561
2.87935 170281
2.88266 171001
2.88597 171721
2.88928 172441
2.89259 173161
2.89591 173881
2.89922 174601
2.90253 175321
2.90584 176041
2.90915 176761
2.91247 177481
2.91578 178201
2.91909 178921
2.9224 179641
2.92571 180361
2.92903 181081
2.93234 181801
2.93565 182521
2.93896 183241
2.94227 183961
2.94559 184681
2.9489 185401
2.95221 186121
2.95552 186841
2.95883 187561
2.96215 188281
2.96546 189001
2.96877 189721
2.97208 190441
2.97539 191161
2.97871 191881
2.98202 192601
2.98533 193321
2.98864 194041
2.99195 194761
2.99527 195481
2.99858 196201
3.00189 196921
3.0052 197641
3.00851 198361
3.01183 199081
3.01514 199801
3.01845 200521
3.02176 201241
3.02507 201961
3.02839 202681
3.0317 203401
3.03501 204121
3.03832 204841
3.04163 205561
3.04495 206281
3.04826 207001
3.05157 207721
3.05488 208441
3.05819 209161
3.06151 209881
3.06482 210601
3.06813 211321
3.07144 212041
3.07475 212761
3.07807 213481
3.08138 214201
3.08469 214921
3.088 215641
3.09131 216361
3.09463 217081
3.09794 217801
3.10125 218521
3.10456 219241
3.10787 219961
3.11119 220681
3.1145 221401
3.11781 222121
3.12112 222841
3.12443 223561
3.12775 224281
3.13106 225001
3.13437 225721
3.13768 226441
3.14099 227161
3.14431 227881
3.14762 228601
3.15093 229321
3.15424 230041
3.15755 230761
3.16087 231481
3.16418 232201
3.16749 232921
3.1708 233641
3.17411 234361
3.17743 235081
3.18074 235801
3.18405 236521
3.18736 237241
3.19067 237961
3.19399 238681
3.1973 239401
3.20061 240121
3.20392 240841
3.20723 241561
3.21055 242281
3.21386 243001
3.21717 243721
3.22048 244441
3.22379 245161
3.22711 245881
3.23042 246601
3.23373 247321
3.23704 248041
3.24035 248761
3.24367 249481
3.24698 250201
3.25029 250921
3.2536 251641
3.25691 252361
3.82338 274681
3.82504 285841
3.82669 298441
3.82835 309601
3.83663 319321
3.87637 328681
3.91777 336961
3.95586 344881
3.99229 352441
4.02707 360001
4.06181 366841
4.09323 373321
4.123 383401
4.15943 383761
4.16275 384121
4.16606 384481
4.16937 385201
4.17268 385921
4.17599 386281
4.17931 387001
4.18262 387721
4.18593 388441
4.18924 389161
4.19255 389881
4.19587 390601
4.19918 391321
4.20249 392041
4.2058 392761
4.20911 393481
4.21243 394201
4.21574 394921
4.22071 395641
4.22402 396361
4.22733 397081
4.23064 397801
4.23395 398521
4.23727 399241
4.24058 399961
4.24389 400681
4.2472 401401
4.25051 402121
4.25383 402841
4.25714 403561
4.26045 403921
4.26376 404641
4.26707 405361
4.27039 406081
4.2737 406801
4.27701 407521
4.28032 408241
4.28363 408961
4.28695 409681
4.29026 410401
4.29357 411121
4.29688 411841
4.30019 412201
4.30351 412921
4.30682 413641
4.31013 414361
4.31344 415081
4.31675 415801
4.32007 416521
4.32338 417241
4.32669 417961
4.33 418681
4.33331 419401
4.33663 420121
4.34159 420841
4.34491 421561
4.34822 422281
4.35153 423001
4.35484 423721
4.35815 424441
4.36147 425161
4.36478 425881
4.36809 426601
4.3714 427321
4.37471 427681
4.37803 428401
4.38134 429121
4.38465 429841
4.38796 430561
4.39127 431281
4.39459 432001
4.3979 432721
4.40121 433441
4.40452 434161
4.40783 434881
4.41115 435241
4.41446 435961
4.41777 436681
4.42108 437401
4.42439 438121
4.42771 438841
4.43102 439561
4.43433 440281
4.43764 441001
4.44095 441721
4.44427 442081
4.44758 442801
4.45089 443521
4.4542 444241
4.45751 444961
4.46083 445681
4.46414 446401
4.46745 447121
4.47076 447841
4.47407 448561
4.47739 449281
4.4807 450001
4.48401 450721
4.48732 451441
4.49063 452161
4.49395 452881
4.49726 453601
4.50057 454321
4.50388 455041
4.50719 455761
4.51051 456481
4.51382 457201
4.51713 457921
4.52044 458641
4.52375 459361
4.52707 460081
4.53038 460801
4.53369 461521
4.537 462241
4.54031 462961
4.54363 463681
4.54694 464401
4.55025 465121
4.55356 465841
4.55687 466561
4.56019 467281
4.5635 468001
4.56681 468721
4.57012 469441
4.57343 470161
4.57675 470881
4.58006 471601
4.58337 472321
4.58668 473041
4.58999 473761
4.59331 474481
4.59662 475201
4.59993 475921
4.60324 476641
4.60655 477361
4.60987 478081
4.61318 478801
4.61649 479521
4.6198 480241
4.62311 480961
4.62643 481681
4.62974 482401
4.63305 483121
4.63636 483841
4.63967 484561
4.64299 485281
4.6463 486001
4.64961 486721
4.65292 487441
4.65623 488161
4.65955 488881
4.66286 489601
4.66617 490321
4.66948 491041
4.67279 491761
4.67611 492481
4.67942 493201
4.68273 493921
4.68604 494641
4.68935 495361
4.69267 496081
4.69598 496801
4.69929 497521
4.7026 498241
4.70591 498961
4.70923 499681
4.71254 500401
4.71585 501121
4.71916 501841
4.72247 502561
4.72579 503281
4.7291 504001
4.73241 504721
4.73572 505441
